,invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
59381,I262750,C188832,Shoes,5,3000.85,30-08-2021,Mall of Istanbul
59382,I263138,C149513,Souvenir,4,46.92,23-07-2021,Viaport Outlet
59383,I229523,C932548,Shoes,5,3000.85,13-09-2022,Cevahir AVM
59384,I332098,C161921,Clothing,2,600.16,09-09-2021,Istinye Park
59385,I977127,C588588,Clothing,4,1200.32,07-09-2022,Metrocity
59386,I134904,C267801,Toys,2,71.68,13-04-2022,Istinye Park
59387,I361211,C126959,Clothing,1,300.08,10-04-2021,Metrocity
59388,I304554,C193495,Food & Beverage,1,5.23,06-11-2021,Emaar Square Mall
59389,I316805,C217714,Cosmetics,4,162.64,18-08-2022,Mall of Istanbul
59390,I533107,C205071,Clothing,4,1200.32,31-05-2022,Kanyon
59391,I191568,C334119,Cosmetics,3,121.98,11-12-2022,Emaar Square Mall
59392,I890596,C292289,Cosmetics,2,81.32,30-12-2021,Cevahir AVM
59393,I318810,C248122,Technology,3,3150.0,09-01-2021,Metrocity
59394,I121303,C819860,Clothing,4,1200.32,08-11-2021,Metropol AVM
59395,I229793,C298482,Technology,3,3150.0,22-08-2022,Mall of Istanbul
59396,I180133,C740770,Shoes,5,3000.85,11-01-2022,Metropol AVM
59397,I932784,C146614,Cosmetics,2,81.32,14-12-2021,Metrocity
59398,I830098,C208261,Food & Beverage,4,20.92,02-09-2022,Mall of Istanbul
59399,I396308,C529474,Food & Beverage,1,5.23,23-01-2023,Emaar Square Mall
59400,I246096,C258102,Clothing,2,600.16,06-03-2021,Kanyon
59401,I161273,C285598,Food & Beverage,1,5.23,22-11-2021,Metropol AVM
59402,I114676,C206425,Clothing,4,1200.32,20-08-2021,Mall of Istanbul
59403,I821346,C271840,Cosmetics,3,121.98,05-07-2022,Mall of Istanbul
59404,I152806,C181932,Food & Beverage,3,15.69,09-08-2021,Kanyon
59405,I231777,C312522,Technology,4,4200.0,23-05-2022,Cevahir AVM
59406,I142906,C128343,Books,5,75.75,05-01-2023,Kanyon
59407,I121440,C253898,Clothing,3,900.24,13-09-2021,Istinye Park
59408,I227438,C173642,Toys,2,71.68,03-04-2022,Kanyon
59409,I109176,C159089,Cosmetics,2,81.32,11-05-2022,Kanyon
59410,I277604,C271676,Clothing,1,300.08,13-02-2021,Metrocity
59411,I225341,C154243,Toys,4,143.36,09-08-2021,Istinye Park
59412,I315767,C128460,Souvenir,5,58.65,14-03-2022,Metrocity
59413,I300691,C205119,Books,3,45.45,13-03-2022,Cevahir AVM
59414,I304563,C300496,Food & Beverage,3,15.69,29-06-2021,Zorlu Center
59415,I307485,C771801,Clothing,5,1500.4,14-03-2022,Istinye Park
59416,I264042,C199176,Shoes,5,3000.85,11-09-2022,Kanyon
59417,I109642,C212150,Books,2,30.3,18-06-2022,Viaport Outlet
59418,I775523,C195775,Clothing,4,1200.32,03-02-2021,Kanyon
59419,I160310,C692763,Toys,3,107.52,30-12-2021,Kanyon
59420,I294767,C154300,Souvenir,5,58.65,10-10-2021,Cevahir AVM
59421,I990526,C686225,Cosmetics,4,162.64,08-01-2023,Mall of Istanbul
59422,I221576,C229979,Clothing,1,300.08,25-11-2022,Mall of Istanbul
59423,I624844,C239419,Toys,2,71.68,15-12-2021,Cevahir AVM
59424,I283136,C104927,Clothing,1,300.08,16-01-2021,Metropol AVM
59425,I285751,C153698,Clothing,1,300.08,08-08-2022,Mall of Istanbul
59426,I272055,C290989,Clothing,5,1500.4,22-07-2022,Metrocity
59427,I272155,C281101,Food & Beverage,3,15.69,29-12-2022,Mall of Istanbul
59428,I177830,C173488,Shoes,1,600.17,29-08-2021,Istinye Park
59429,I247651,C301966,Clothing,3,900.24,10-01-2022,Mall of Istanbul
59430,I104822,C114106,Cosmetics,4,162.64,04-01-2022,Metrocity
59431,I724662,C322728,Food & Beverage,1,5.23,11-11-2021,Viaport Outlet
59432,I235595,C128969,Clothing,2,600.16,03-02-2021,Istinye Park
59433,I124262,C221967,Toys,1,35.84,16-01-2023,Zorlu Center
59434,I320575,C175287,Clothing,1,300.08,12-09-2022,Cevahir AVM
59435,I280592,C213996,Clothing,4,1200.32,24-12-2021,Cevahir AVM
59436,I836596,C128650,Technology,5,5250.0,13-07-2021,Mall of Istanbul
59437,I199226,C155218,Toys,1,35.84,08-04-2021,Metropol AVM
59438,I980955,C606836,Cosmetics,4,162.64,11-02-2022,Istinye Park
59439,I302876,C914642,Clothing,5,1500.4,25-02-2023,Metrocity
59440,I418127,C152862,Technology,1,1050.0,18-06-2022,Metrocity
59441,I213612,C137313,Clothing,3,900.24,09-12-2021,Kanyon
59442,I262547,C794497,Cosmetics,4,162.64,15-12-2021,Mall of Istanbul
59443,I130732,C106614,Cosmetics,5,203.3,30-12-2022,Viaport Outlet
59444,I143260,C153455,Food & Beverage,5,26.15,16-08-2021,Metrocity
59445,I500114,C411785,Clothing,2,600.16,18-01-2021,Kanyon
59446,I218918,C492260,Technology,3,3150.0,18-09-2022,Metropol AVM
59447,I929735,C366823,Clothing,4,1200.32,19-09-2022,Kanyon
59448,I316366,C256452,Cosmetics,2,81.32,21-03-2021,Istinye Park
59449,I330144,C198348,Clothing,1,300.08,10-03-2022,Metrocity
59450,I149760,C150856,Cosmetics,2,81.32,28-11-2022,Forum Istanbul
59451,I195070,C137040,Souvenir,1,11.73,03-06-2021,Cevahir AVM
59452,I277517,C312810,Souvenir,5,58.65,28-06-2021,Istinye Park
59453,I662351,C281745,Clothing,2,600.16,28-02-2021,Metrocity
59454,I325627,C200661,Toys,1,35.84,06-07-2021,Kanyon
59455,I116866,C286033,Toys,3,107.52,26-04-2021,Zorlu Center
59456,I346234,C174385,Food & Beverage,4,20.92,10-02-2022,Kanyon
59457,I178616,C162275,Clothing,5,1500.4,16-07-2022,Zorlu Center
59458,I153141,C494382,Food & Beverage,2,10.46,17-02-2022,Mall of Istanbul
59459,I860976,C277354,Clothing,3,900.24,19-09-2022,Mall of Istanbul
59460,I315196,C991625,Cosmetics,3,121.98,14-08-2021,Cevahir AVM
59461,I279838,C268188,Clothing,1,300.08,06-11-2021,Kanyon
59462,I259877,C103479,Food & Beverage,5,26.15,27-02-2023,Viaport Outlet
59463,I443078,C127347,Technology,2,2100.0,09-08-2022,Mall of Istanbul
59464,I799867,C983533,Clothing,2,600.16,07-05-2021,Metropol AVM
59465,I295637,C537367,Clothing,2,600.16,20-01-2023,Kanyon
59466,I230101,C827660,Books,1,15.15,17-01-2023,Mall of Istanbul
59467,I171126,C181010,Clothing,1,300.08,31-12-2022,Viaport Outlet
59468,I167680,C370861,Souvenir,5,58.65,10-03-2022,Metropol AVM
59469,I752775,C237859,Cosmetics,5,203.3,17-10-2021,Metropol AVM
59470,I188622,C148471,Clothing,5,1500.4,30-01-2023,Mall of Istanbul
59471,I264902,C660924,Technology,3,3150.0,10-03-2022,Mall of Istanbul
59472,I328215,C248947,Shoes,1,600.17,15-06-2021,Kanyon
59473,I189164,C150363,Clothing,3,900.24,15-01-2023,Metrocity
59474,I267833,C214165,Clothing,2,600.16,08-07-2021,Kanyon
59475,I195090,C165934,Cosmetics,3,121.98,04-08-2021,Kanyon
59476,I140802,C330432,Clothing,5,1500.4,05-04-2021,Mall of Istanbul
59477,I578724,C581601,Books,1,15.15,20-04-2021,Istinye Park
59478,I725803,C746718,Cosmetics,4,162.64,28-09-2021,Kanyon
59479,I220747,C282198,Food & Beverage,4,20.92,03-02-2022,Zorlu Center
59480,I223865,C583236,Food & Beverage,2,10.46,16-02-2021,Istinye Park
59481,I907002,C714933,Technology,3,3150.0,04-03-2023,Metrocity
59482,I335863,C382269,Books,2,30.3,05-02-2022,Forum Istanbul
59483,I324697,C298008,Cosmetics,4,162.64,29-01-2022,Viaport Outlet
59484,I674255,C241149,Food & Beverage,3,15.69,30-08-2022,Istinye Park
59485,I141185,C131327,Clothing,4,1200.32,09-07-2021,Zorlu Center
59486,I224264,C161330,Clothing,1,300.08,05-09-2022,Mall of Istanbul
59487,I106413,C149678,Food & Beverage,5,26.15,06-11-2021,Istinye Park
59488,I456602,C218336,Toys,5,179.2,24-01-2021,Kanyon
59489,I792489,C142448,Shoes,3,1800.51,06-07-2021,Istinye Park
59490,I228810,C482088,Souvenir,5,58.65,10-12-2021,Metropol AVM
59491,I400621,C632799,Clothing,1,300.08,12-02-2021,Viaport Outlet
59492,I235258,C141664,Souvenir,1,11.73,02-11-2022,Viaport Outlet
59493,I190831,C211944,Toys,1,35.84,13-05-2021,Cevahir AVM
59494,I107734,C136377,Books,2,30.3,12-09-2022,Kanyon
59495,I309100,C140356,Clothing,3,900.24,22-08-2021,Metropol AVM
59496,I104068,C291053,Cosmetics,4,162.64,05-09-2021,Istinye Park
59497,I136540,C135759,Clothing,4,1200.32,12-02-2021,Kanyon
59498,I219562,C313246,Food & Beverage,3,15.69,15-07-2021,Mall of Istanbul
59499,I106135,C165850,Clothing,4,1200.32,10-02-2021,Cevahir AVM
59500,I248199,C291550,Clothing,4,1200.32,19-11-2021,Istinye Park
59501,I314137,C218638,Clothing,1,300.08,01-07-2021,Istinye Park
59502,I219996,C143612,Clothing,5,1500.4,27-09-2022,Metrocity
59503,I255312,C299764,Clothing,3,900.24,15-02-2023,Istinye Park
59504,I409869,C147888,Souvenir,4,46.92,14-07-2021,Mall of Istanbul
59505,I319015,C125244,Shoes,2,1200.34,10-11-2021,Zorlu Center
59506,I233496,C221741,Clothing,4,1200.32,07-04-2021,Viaport Outlet
59507,I592133,C114108,Clothing,4,1200.32,28-11-2022,Metrocity
59508,I449489,C265637,Souvenir,1,11.73,29-05-2021,Istinye Park
59509,I210525,C294803,Clothing,5,1500.4,26-07-2022,Metropol AVM
59510,I106085,C585737,Clothing,1,300.08,31-03-2022,Cevahir AVM
59511,I371169,C489890,Clothing,5,1500.4,04-04-2022,Mall of Istanbul
59512,I247995,C600428,Souvenir,1,11.73,20-04-2021,Metropol AVM
59513,I304848,C262348,Clothing,4,1200.32,17-01-2021,Zorlu Center
59514,I228914,C370224,Books,2,30.3,02-03-2023,Metropol AVM
59515,I185295,C221149,Clothing,3,900.24,25-06-2021,Kanyon
59516,I242151,C314100,Food & Beverage,4,20.92,30-08-2022,Metrocity
59517,I118050,C176003,Clothing,5,1500.4,23-04-2022,Kanyon
59518,I159629,C133711,Clothing,2,600.16,21-01-2023,Mall of Istanbul
59519,I726769,C180965,Clothing,3,900.24,13-02-2023,Mall of Istanbul
59520,I235133,C415932,Food & Beverage,5,26.15,12-05-2022,Kanyon
59521,I273346,C186396,Shoes,4,2400.68,03-12-2021,Zorlu Center
59522,I140030,C106511,Clothing,3,900.24,27-11-2022,Viaport Outlet
59523,I635458,C775933,Clothing,3,900.24,23-11-2021,Istinye Park
59524,I386212,C297302,Shoes,3,1800.51,26-09-2021,Forum Istanbul
59525,I197566,C383193,Books,4,60.6,08-08-2022,Forum Istanbul
59526,I229959,C152276,Cosmetics,2,81.32,10-05-2021,Mall of Istanbul
59527,I508134,C448518,Clothing,5,1500.4,22-07-2021,Metropol AVM
59528,I190259,C966681,Clothing,3,900.24,10-12-2022,Zorlu Center
59529,I336295,C288928,Clothing,5,1500.4,27-04-2022,Zorlu Center
59530,I262490,C270447,Shoes,5,3000.85,15-03-2021,Metropol AVM
59531,I242027,C693077,Shoes,4,2400.68,29-09-2021,Kanyon
59532,I223809,C121894,Clothing,4,1200.32,06-04-2021,Viaport Outlet
59533,I189487,C174641,Clothing,2,600.16,23-11-2021,Viaport Outlet
59534,I635363,C232101,Cosmetics,1,40.66,13-05-2021,Istinye Park
59535,I103085,C252697,Clothing,2,600.16,27-08-2022,Kanyon
59536,I328991,C163329,Clothing,2,600.16,23-02-2023,Metropol AVM
59537,I249426,C221682,Cosmetics,2,81.32,02-06-2021,Mall of Istanbul
59538,I320814,C153824,Books,2,30.3,04-05-2021,Metrocity
59539,I256143,C110431,Books,4,60.6,07-07-2021,Viaport Outlet
59540,I430994,C109878,Cosmetics,3,121.98,28-06-2022,Kanyon
59541,I315468,C104730,Souvenir,2,23.46,01-12-2022,Mall of Istanbul
59542,I610871,C193755,Clothing,4,1200.32,09-08-2021,Kanyon
59543,I143730,C745863,Shoes,4,2400.68,05-09-2021,Metropol AVM
59544,I322405,C177868,Clothing,3,900.24,20-01-2023,Metrocity
59545,I260529,C106111,Cosmetics,4,162.64,29-06-2021,Forum Istanbul
59546,I202350,C129375,Clothing,3,900.24,30-08-2021,Kanyon
59547,I329641,C622949,Books,5,75.75,18-03-2022,Mall of Istanbul
59548,I284549,C236473,Technology,3,3150.0,19-08-2021,Mall of Istanbul
59549,I110891,C613900,Clothing,3,900.24,24-08-2021,Kanyon
59550,I271901,C165336,Clothing,4,1200.32,07-07-2022,Kanyon
59551,I170367,C100948,Cosmetics,3,121.98,09-09-2022,Istinye Park
59552,I202215,C235462,Clothing,4,1200.32,17-01-2023,Cevahir AVM
59553,I136674,C819570,Cosmetics,2,81.32,10-02-2022,Metropol AVM
59554,I288789,C234964,Clothing,2,600.16,15-10-2022,Mall of Istanbul
59555,I638986,C503254,Food & Beverage,2,10.46,16-09-2022,Cevahir AVM
59556,I223542,C252287,Clothing,3,900.24,31-01-2021,Zorlu Center
59557,I480514,C227540,Food & Beverage,2,10.46,29-07-2021,Viaport Outlet
59558,I530052,C307429,Technology,5,5250.0,30-04-2021,Kanyon
59559,I141107,C170913,Clothing,2,600.16,31-05-2022,Kanyon
59560,I295690,C199018,Cosmetics,5,203.3,23-06-2021,Metrocity
59561,I158890,C942515,Clothing,4,1200.32,04-03-2021,Metrocity
59562,I584338,C263649,Cosmetics,5,203.3,29-03-2021,Mall of Istanbul
59563,I249233,C885306,Clothing,1,300.08,10-12-2022,Mall of Istanbul
59564,I248607,C202962,Clothing,2,600.16,17-10-2021,Kanyon
59565,I193959,C139668,Food & Beverage,3,15.69,19-01-2022,Mall of Istanbul
59566,I461852,C604070,Clothing,4,1200.32,06-05-2022,Mall of Istanbul
59567,I305721,C269209,Shoes,2,1200.34,21-10-2022,Mall of Istanbul
59568,I621061,C684961,Food & Beverage,1,5.23,04-05-2022,Kanyon
59569,I340067,C123171,Toys,4,143.36,12-01-2022,Metropol AVM
59570,I141301,C130170,Clothing,4,1200.32,21-08-2022,Mall of Istanbul
59571,I285153,C166617,Cosmetics,2,81.32,30-10-2021,Zorlu Center
59572,I246786,C258780,Clothing,3,900.24,20-12-2022,Istinye Park
59573,I289843,C829834,Clothing,2,600.16,06-08-2021,Metropol AVM
59574,I290235,C302324,Technology,5,5250.0,01-06-2021,Zorlu Center
59575,I100929,C224506,Cosmetics,1,40.66,12-02-2021,Mall of Istanbul
59576,I106694,C172877,Clothing,1,300.08,18-06-2022,Forum Istanbul
59577,I593744,C254313,Food & Beverage,3,15.69,22-12-2022,Istinye Park
59578,I411441,C153068,Clothing,1,300.08,29-09-2021,Kanyon
59579,I155516,C272577,Cosmetics,5,203.3,28-10-2021,Forum Istanbul
59580,I111229,C778904,Clothing,2,600.16,04-07-2022,Kanyon
59581,I270643,C174898,Clothing,5,1500.4,28-11-2022,Metrocity
59582,I478836,C157181,Clothing,4,1200.32,23-06-2021,Istinye Park
59583,I109919,C229000,Shoes,4,2400.68,23-12-2021,Kanyon
59584,I123959,C947650,Clothing,3,900.24,13-04-2021,Metropol AVM
59585,I262879,C141879,Food & Beverage,3,15.69,20-09-2021,Istinye Park
59586,I200637,C225102,Toys,5,179.2,17-10-2022,Kanyon
59587,I167329,C302883,Books,2,30.3,03-03-2022,Emaar Square Mall
59588,I295738,C134659,Shoes,5,3000.85,16-12-2021,Kanyon
59589,I402423,C294197,Food & Beverage,4,20.92,26-01-2023,Metrocity
59590,I176764,C581521,Clothing,4,1200.32,06-09-2021,Istinye Park
59591,I171800,C327726,Cosmetics,1,40.66,05-11-2022,Metropol AVM
59592,I765580,C810642,Cosmetics,1,40.66,21-10-2022,Forum Istanbul
59593,I169119,C618442,Clothing,2,600.16,10-01-2023,Cevahir AVM
59594,I317817,C668789,Clothing,1,300.08,19-08-2022,Metropol AVM
59595,I165974,C229196,Toys,5,179.2,14-10-2022,Mall of Istanbul
59596,I337531,C337566,Clothing,4,1200.32,03-12-2021,Mall of Istanbul
59597,I314798,C896930,Technology,5,5250.0,21-07-2021,Kanyon
59598,I196508,C166064,Clothing,3,900.24,08-08-2021,Viaport Outlet
59599,I114365,C222677,Food & Beverage,4,20.92,10-10-2022,Metrocity
59600,I975765,C257021,Clothing,4,1200.32,19-04-2022,Metrocity
59601,I199984,C232980,Souvenir,3,35.19,08-01-2021,Mall of Istanbul
59602,I334077,C239477,Food & Beverage,1,5.23,16-01-2021,Mall of Istanbul
59603,I828538,C633095,Cosmetics,5,203.3,08-03-2021,Istinye Park
59604,I732471,C109038,Books,2,30.3,07-11-2021,Mall of Istanbul
59605,I303621,C240014,Shoes,1,600.17,11-07-2021,Istinye Park
59606,I666086,C100256,Food & Beverage,3,15.69,08-09-2022,Mall of Istanbul
59607,I130106,C282745,Clothing,3,900.24,17-05-2022,Mall of Istanbul
59608,I273230,C784224,Food & Beverage,4,20.92,11-11-2022,Mall of Istanbul
59609,I897070,C235626,Food & Beverage,3,15.69,09-03-2021,Kanyon
59610,I820705,C102203,Shoes,4,2400.68,29-08-2021,Cevahir AVM
59611,I154196,C199239,Cosmetics,4,162.64,18-07-2022,Viaport Outlet
59612,I308342,C200810,Shoes,2,1200.34,04-03-2021,Zorlu Center
59613,I183572,C157422,Clothing,1,300.08,27-10-2021,Metrocity
59614,I903348,C136726,Cosmetics,2,81.32,24-09-2021,Istinye Park
59615,I671500,C174579,Shoes,2,1200.34,08-01-2022,Metrocity
59616,I616002,C128481,Technology,2,2100.0,28-11-2021,Kanyon
59617,I109191,C127804,Clothing,2,600.16,07-03-2023,Mall of Istanbul
59618,I349010,C337772,Food & Beverage,3,15.69,13-02-2023,Istinye Park
59619,I158224,C989483,Souvenir,5,58.65,02-03-2022,Kanyon
59620,I229442,C300234,Clothing,2,600.16,12-06-2021,Metrocity
59621,I187903,C298986,Toys,3,107.52,25-07-2021,Metropol AVM
59622,I316204,C166623,Shoes,3,1800.51,13-03-2021,Kanyon
59623,I333406,C679457,Clothing,2,600.16,03-09-2021,Kanyon
59624,I164307,C742109,Food & Beverage,5,26.15,17-07-2021,Kanyon
59625,I226121,C205969,Clothing,2,600.16,13-09-2022,Mall of Istanbul
59626,I332989,C234520,Cosmetics,1,40.66,21-08-2022,Mall of Istanbul
59627,I264062,C445788,Clothing,3,900.24,16-12-2021,Mall of Istanbul
59628,I116368,C430223,Toys,1,35.84,30-12-2022,Mall of Istanbul
59629,I110105,C222927,Clothing,1,300.08,01-04-2021,Istinye Park
59630,I299193,C397017,Clothing,2,600.16,12-10-2021,Viaport Outlet
59631,I159968,C147709,Cosmetics,3,121.98,03-11-2022,Mall of Istanbul
59632,I321735,C126903,Cosmetics,1,40.66,07-09-2021,Mall of Istanbul
59633,I754915,C311233,Clothing,4,1200.32,07-07-2021,Kanyon
59634,I158567,C168155,Clothing,3,900.24,26-04-2022,Zorlu Center
59635,I570317,C997503,Food & Beverage,2,10.46,24-10-2021,Viaport Outlet
59636,I871142,C435888,Shoes,1,600.17,22-09-2021,Metrocity
59637,I260200,C807959,Clothing,5,1500.4,31-01-2021,Viaport Outlet
59638,I333765,C309568,Clothing,2,600.16,02-04-2022,Kanyon
59639,I167098,C304421,Toys,5,179.2,05-10-2021,Mall of Istanbul
59640,I307246,C158437,Clothing,5,1500.4,12-01-2022,Kanyon
59641,I474615,C242396,Toys,5,179.2,19-10-2022,Istinye Park
59642,I149929,C161576,Shoes,5,3000.85,28-03-2021,Kanyon
59643,I724750,C494884,Shoes,1,600.17,16-05-2022,Istinye Park
59644,I334818,C133920,Shoes,2,1200.34,03-03-2021,Metropol AVM
59645,I235147,C335497,Technology,5,5250.0,15-06-2022,Metrocity
59646,I119938,C690330,Clothing,2,600.16,03-01-2023,Metropol AVM
59647,I266264,C974329,Books,2,30.3,25-10-2022,Kanyon
59648,I273410,C337078,Clothing,5,1500.4,03-02-2022,Kanyon
59649,I282990,C208668,Cosmetics,4,162.64,06-12-2021,Metrocity
59650,I100355,C189409,Clothing,5,1500.4,25-10-2022,Kanyon
59651,I288120,C820829,Cosmetics,4,162.64,23-10-2022,Kanyon
59652,I854841,C779233,Cosmetics,3,121.98,19-12-2022,Mall of Istanbul
59653,I118876,C240649,Food & Beverage,2,10.46,18-01-2022,Mall of Istanbul
59654,I322088,C138923,Clothing,2,600.16,14-01-2021,Kanyon
59655,I102025,C119370,Books,3,45.45,14-09-2022,Forum Istanbul
59656,I323831,C726436,Shoes,2,1200.34,20-08-2021,Emaar Square Mall
59657,I114703,C334362,Clothing,2,600.16,03-06-2022,Metrocity
59658,I256095,C202922,Cosmetics,4,162.64,21-07-2022,Metrocity
59659,I146533,C234829,Food & Beverage,5,26.15,18-08-2021,Mall of Istanbul
59660,I848868,C632776,Shoes,4,2400.68,18-07-2021,Emaar Square Mall
59661,I262133,C539206,Technology,4,4200.0,06-02-2022,Metrocity
59662,I108301,C131145,Toys,1,35.84,10-05-2021,Mall of Istanbul
59663,I291625,C183362,Shoes,3,1800.51,03-10-2021,Viaport Outlet
59664,I845230,C655898,Clothing,3,900.24,26-11-2022,Viaport Outlet
59665,I228670,C314078,Toys,4,143.36,14-04-2022,Mall of Istanbul
59666,I291739,C209212,Food & Beverage,4,20.92,22-10-2021,Mall of Istanbul
59667,I563529,C511963,Shoes,4,2400.68,24-04-2022,Istinye Park
59668,I886497,C988746,Souvenir,1,11.73,05-08-2021,Metrocity
59669,I987861,C265180,Clothing,4,1200.32,09-11-2022,Istinye Park
59670,I327042,C221294,Clothing,2,600.16,13-08-2022,Metrocity
59671,I261532,C596593,Toys,3,107.52,15-03-2021,Metrocity
59672,I115589,C144674,Food & Beverage,1,5.23,04-11-2022,Cevahir AVM
59673,I111275,C147805,Clothing,3,900.24,15-07-2021,Kanyon
59674,I158015,C126077,Clothing,3,900.24,13-11-2021,Metropol AVM
59675,I107048,C260382,Technology,1,1050.0,03-04-2022,Mall of Istanbul
59676,I419096,C991483,Clothing,3,900.24,19-07-2021,Mall of Istanbul
59677,I120085,C302814,Toys,4,143.36,20-09-2022,Mall of Istanbul
59678,I323351,C248555,Clothing,2,600.16,19-11-2021,Kanyon
59679,I121271,C271384,Shoes,5,3000.85,09-01-2023,Mall of Istanbul
59680,I250617,C324942,Souvenir,3,35.19,05-12-2021,Kanyon
59681,I113312,C171869,Food & Beverage,1,5.23,18-08-2022,Mall of Istanbul
59682,I243817,C303316,Clothing,1,300.08,01-05-2021,Metropol AVM
59683,I852180,C161619,Cosmetics,5,203.3,18-03-2022,Cevahir AVM
59684,I699439,C102058,Books,3,45.45,27-05-2022,Istinye Park
59685,I268152,C372552,Toys,1,35.84,14-05-2021,Istinye Park
59686,I123290,C680728,Toys,5,179.2,02-03-2021,Zorlu Center
59687,I305231,C249794,Cosmetics,4,162.64,04-11-2021,Metrocity
59688,I275296,C234191,Cosmetics,3,121.98,22-09-2022,Mall of Istanbul
59689,I219126,C299253,Food & Beverage,3,15.69,13-11-2021,Mall of Istanbul
59690,I152254,C226780,Toys,3,107.52,20-01-2022,Emaar Square Mall
59691,I639417,C329485,Food & Beverage,2,10.46,18-02-2021,Istinye Park
59692,I216864,C271228,Toys,5,179.2,21-10-2022,Metrocity
59693,I831977,C262433,Clothing,2,600.16,25-07-2021,Cevahir AVM
59694,I993734,C293569,Food & Beverage,2,10.46,28-02-2022,Mall of Istanbul
59695,I726632,C212670,Clothing,2,600.16,05-12-2022,Mall of Istanbul
59696,I308620,C134637,Souvenir,4,46.92,14-11-2022,Metropol AVM
59697,I496370,C534148,Clothing,2,600.16,27-09-2021,Metrocity
59698,I222702,C102511,Clothing,3,900.24,14-05-2021,Cevahir AVM
59699,I311219,C179175,Food & Beverage,2,10.46,29-03-2021,Cevahir AVM
59700,I892579,C311725,Toys,3,107.52,05-02-2023,Metropol AVM
59701,I245855,C712979,Food & Beverage,3,15.69,15-10-2022,Mall of Istanbul
59702,I108030,C193217,Clothing,4,1200.32,05-07-2021,Zorlu Center
59703,I246301,C339014,Books,1,15.15,12-10-2022,Kanyon
59704,I143410,C688229,Toys,3,107.52,20-04-2022,Cevahir AVM
59705,I578946,C106730,Food & Beverage,1,5.23,24-09-2022,Cevahir AVM
59706,I602664,C623678,Clothing,2,600.16,11-06-2021,Metropol AVM
59707,I245185,C331693,Souvenir,2,23.46,09-08-2022,Emaar Square Mall
59708,I822271,C230059,Food & Beverage,3,15.69,01-07-2022,Metrocity
59709,I186400,C319529,Shoes,5,3000.85,28-05-2021,Kanyon
59710,I448905,C262191,Souvenir,3,35.19,26-12-2022,Kanyon
59711,I334746,C251627,Books,3,45.45,28-07-2022,Kanyon
59712,I125329,C223939,Souvenir,4,46.92,05-08-2021,Zorlu Center
59713,I199809,C607160,Cosmetics,1,40.66,24-11-2021,Istinye Park
59714,I132828,C245610,Clothing,4,1200.32,09-06-2022,Viaport Outlet
59715,I952420,C560341,Food & Beverage,4,20.92,22-06-2022,Mall of Istanbul
59716,I640321,C118822,Souvenir,4,46.92,03-06-2021,Kanyon
59717,I956911,C247953,Clothing,1,300.08,08-11-2022,Kanyon
59718,I190687,C156106,Food & Beverage,3,15.69,26-02-2022,Istinye Park
59719,I293178,C317512,Clothing,4,1200.32,04-02-2023,Kanyon
59720,I183864,C259117,Toys,3,107.52,10-05-2022,Istinye Park
59721,I246202,C194806,Clothing,3,900.24,19-01-2023,Forum Istanbul
59722,I237958,C184119,Clothing,4,1200.32,08-11-2022,Mall of Istanbul
59723,I243013,C282284,Cosmetics,1,40.66,08-06-2022,Metropol AVM
59724,I116252,C899855,Cosmetics,5,203.3,19-09-2021,Kanyon
59725,I567152,C182586,Shoes,5,3000.85,12-08-2022,Metropol AVM
59726,I305080,C183022,Clothing,3,900.24,27-06-2022,Metrocity
59727,I197095,C111402,Shoes,2,1200.34,25-01-2022,Kanyon
59728,I582954,C187572,Shoes,3,1800.51,22-06-2021,Metrocity
59729,I409391,C246599,Shoes,4,2400.68,23-08-2022,Mall of Istanbul
59730,I235859,C732048,Food & Beverage,2,10.46,30-10-2021,Cevahir AVM
59731,I253267,C682339,Clothing,5,1500.4,29-08-2022,Metropol AVM
59732,I176876,C386010,Clothing,4,1200.32,08-11-2021,Mall of Istanbul
59733,I730501,C187918,Clothing,2,600.16,29-07-2022,Kanyon
59734,I324154,C316500,Cosmetics,2,81.32,28-08-2021,Mall of Istanbul
59735,I319008,C490563,Shoes,2,1200.34,17-12-2021,Kanyon
59736,I271569,C190584,Clothing,5,1500.4,18-08-2022,Forum Istanbul
59737,I545751,C213298,Cosmetics,4,162.64,27-12-2022,Metropol AVM
59738,I714418,C272429,Souvenir,3,35.19,10-11-2021,Kanyon
59739,I195604,C762506,Toys,5,179.2,06-10-2022,Metropol AVM
59740,I681726,C299336,Cosmetics,4,162.64,26-03-2022,Mall of Istanbul
59741,I757899,C188429,Books,5,75.75,08-02-2023,Zorlu Center
59742,I117955,C865396,Clothing,1,300.08,17-05-2021,Metrocity
59743,I156457,C182180,Cosmetics,3,121.98,28-08-2021,Metrocity
59744,I442233,C331925,Clothing,4,1200.32,14-04-2022,Mall of Istanbul
59745,I815563,C249241,Toys,4,143.36,07-02-2023,Emaar Square Mall
59746,I207933,C134958,Books,5,75.75,05-04-2021,Forum Istanbul
59747,I456642,C722727,Toys,4,143.36,20-08-2022,Mall of Istanbul
59748,I267552,C201823,Toys,1,35.84,13-01-2021,Kanyon
59749,I154773,C339779,Clothing,2,600.16,26-06-2021,Metrocity
59750,I516440,C161735,Clothing,5,1500.4,28-01-2021,Metropol AVM
59751,I619873,C302257,Cosmetics,1,40.66,09-02-2021,Forum Istanbul
